,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,google_id,google_type,google_reviews
31,94109.0,ALICE MARBLE TENNIS COURTS,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.84,2.0,151,"Greenwich San Francisco, CA (37.80142776, -122.42034327)",37.80142776,-122.42034327,size_average,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_average, Nob Hill/Russian Hill]",ChIJ6_7pPuaAhYARy7CEHIdGrX0,"[point_of_interest, establishment]","This courts are always well kept and easy to access. Really appreciate it!Amazing spot to play tennis in San Francisco! Right at the top of Lombard St. Perched on the hilltop are a few courts (including a basketball court) with an unbeatable view of the bridges. I've played there twice on weekends, both times walked straight onto a court.Let me start by saying I am NOT a tennis player...However, this is one of the BEST locations in SF to watch the Blue Angels show during Fleet Week.  If you don't have roof access in Russian Hill or the Marina, consider making the trek to these tennis courts to watch the show.  There are a lot of locals who go every year to watch the show.  The best part is you don't need to deal with the crowds down on the Wharf!Amazing place to play tennis. Wish there was a sign up on weekends so the turnover of courts could be smoother. Not everyone abides by the recommended 30-40 mins of play when there's people waiting.These tennis courts might have the best views in San Francisco, hands down.  If you want to play doubles, play in the center courts because the courts on the sides don't have painted alleys.  The surface of the courts is not all that great, there are tons of ""dead spots"" that are really annoying.  Next to the courts is a practice wall and basketball courts, so expect a reasonable amount of noise."
32,94109.0,RUSSIAN HILL OPEN SPACE,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.96,2.0,153,"Hyde San Francisco, CA (37.80341611, -122.42075699)",37.80341611,-122.42075699,size_average,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_average, Nob Hill/Russian Hill]",ChIJATv21uaAhYARaSJSZ0FhDqU,"[park, point_of_interest, establishment]",I talked to local old woman and she said that this is a former reservoir. Must be very experience piece of land now.This is a vacant lot cobbled with brick... Nothing good here but the locationGreat View of harbor!Very open. Not very exciting
33,94109.0,WASHINGTON/HYDE MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.15,3.0,144,"Washington San Francisco, CA (37.79400955, -122.41740007)",37.79400955,-122.41740007,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",ChIJ1WtwieyAhYARM0PtmERUta0,[premise],no reviews
34,94109.0,SGT. JOHN MACAULAY PARK,Mini Park,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,0.21,6.0,123,"Larkin San Francisco, CA (37.78540001, -122.41819743)",37.78540001,-122.41819743,size_huge,Nob Hill/Russian Hill,"[Mini Park, size_huge, Nob Hill/Russian Hill]",ChIJ42c_NJGAhYARM2H6TLpooJs,"[park, point_of_interest, establishment]","Quiet park. Came here to sit in the sun while enjoying a few goodies from Mr. Bakehouse. Yes, it's right in front of a strip club. The park is clean but seating options are lacking.It's in a sketchy neighborhood, with a strip club across the street - but the playground itself seems clean and safe enough. It has a couple big play structures over a rubber tile surface. A few walls have a braille clock and alphabet, and a solar system toy. The park is surrounded by trees, with a couple of palms in the middle.The Street, London is looking good. Great"
35,94109.0,JOSEPH CONRAD MINI PARK,Mini Park,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.09,3.0,154,"601 Beach St San Francisco, CA (37.80667244, -122.41906274)",37.80667244,-122.41906274,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",ChIJi4fEQuGAhYARvQMoTdwXR7s,"[park, point_of_interest, establishment]","This square was renamed in 1979 through the efforts of the Polish Arts & Culture Foundation that was first located across the street on Columbus Avenue. 

Conrad visited San Francisco twice but there is not much history as to what he did while here.
His novella ""Heart of Darkness"" was the central theme of Francis Ford Coppola's epic film ""Apocalypse Now"".

The street renaming coincided with the release of the film and a proclamation by the Mayor.Haha. Square.  - the park is a triangle. Awesome little park!!!  Romantic at night!"
36,94109.0,HYDE/VALLEJO MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.1,3.0,146,"Hyde San Francisco, CA (37.79763564, -122.41910564)",37.79763564,-122.41910564,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",ChIJQXaNMOmAhYARZSfqaN3bvQM,"[park, point_of_interest, establishment]",Little garden with small sculptures. A concrete sitting area at the bottom. No play area to speak of.Un joli petit parc avec des sculptures. 
37,94109.0,TENDERLOIN CHILDREN'S REC CENTER,Neighborhood Park or Playground,PSA 2,"Hill, Eric",eric.hill@sfgov.org,(415) 254-8030,0.61,6.0,168,"570 Ellis St San Francisco, CA (37.78482103, -122.41540228)",37.78482103,-122.41540228,size_small,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_small, Nob Hill/Russian Hill]",ChIJQVAHV5CAhYARVTo8Y2Aoqvs,"[park, point_of_interest, establishment]","Playground entrance is through the rec center - a good idea in a somewhat sketchy neighborhood. The playground has a large paved area for ball sports, and a play structure over a rubber base. The structure isn't terrible, but the yellow plastic needs a good scrubbing, and the wood is broken is a number of areas.This playground has possibly the best diversity of crack dealers and prostitutes in the city of San Francisco. Conveniently located just blocks from city hall in the beautiful Tenderloin. Whether you want crack , crystal or good old fashioned coke tje dealers located here will hook you up. Buyer beware however, a large number of the prostitutes appear to be trannies.Great park! Took my kids here last weekend and they can already tell the difference between real crack and just drywall chips wrapped up in Saran Wrap!Nice playground in the Tenderloin. They have great after school programs and on the weekends too.DO NOT GO HERE. This is in the Tenderloin! Do not bring your kids!!"
38,94109.0,HELEN WILLS PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.8,3.0,130,"BRdway San Francisco, CA (37.79577299, -122.42066143)",37.79577299,-122.42066143,size_huge,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_huge, Nob Hill/Russian Hill]",ChIJBWm8fOmAhYARdSpDfT2vt0w,"[park, point_of_interest, establishment]","Helen Wills Park has a lot to offer.  It has basketball courts, a children's playground and play structure, a sandpit for toddlers, and a tennis court all open to the public.  It's funny to see the tennis court (and sometimes the basketball court) covered with chalk drawing that kids doodle during the day.  The tennis court has lights, but currently one of the lights is out and it makes seeing the ball difficult, so be warned!This was our neighborhood park for 3 years when living in SF.  Great playground area for the kids, with enough stuff to keep older and younger kids occupied.  There is even a sand box area which is always a hit.
For my older daughter's 2nd bday, we had her party here (on the second level picnic tables).  It worked out perfectly.  Unlike places like Crissy Fields where you have to get down there at the crack of dawn to save a picnic table, we went mid-morning without any issues.  there are public (clean!) bathrooms on site.  Parking is tricky around there though with Polk street right there.  Another nice benefit is even if SF isn't particularly warm, the park gets a lot of sunlight and remains quite warm as its sheltered between buildings.Whah chew tawkin bout Helen? Playground is in good condition, with fun expansive ramps.boring"
39,94109.0,BROADWAY TUNNEL WEST MINI PARK,Mini Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.12,3.0,203,"1201 Broadway San Francisco, CA (37.79643576, -122.41742319)",37.79643576,-122.41742319,size_tiny,Nob Hill/Russian Hill,"[Mini Park, size_tiny, Nob Hill/Russian Hill]",ChIJoYHPHeyAhYARqhdlUCSSynA,"[park, point_of_interest, establishment]",Nice
40,94109.0,SOUTH END ROWING/DOLPHIN CLUB,Concession,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,1.11,3.0,190,"500 Jefferson St San Francisco, CA (37.80796044, -122.42126376)",37.80796044,-122.42126376,size_average,Nob Hill/Russian Hill,"[Concession, size_average, Nob Hill/Russian Hill]",ChIJ89CnU-CAhYAR421Fizv8I7w,"[point_of_interest, establishment]","Perfect place to go swimming in the bay from. Not to mention the Dolphin Club has an incredible history. Well worth at least a visit. I interned for a summer in 2011 in the area, and joined the club to row on weekends.

The boats are gorgeous and there's nothing more relaxing a weekend rowing out to Alcatraz and spending the afternoon wiping down a wooden rowboat older than you on the beach, on your own personal dock looking out to the golden gate bridge.Nice"
41,94109.0,LAFAYETTE PARK,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,11.49,2.0,128,"Gough San Francisco, CA (37.79154983, -122.42767158)",37.79154983,-122.42767158,size_huge,Nob Hill/Russian Hill,"[Neighborhood Park or Playground, size_huge, Nob Hill/Russian Hill]",ChIJC3O0GsGAhYAR4JK4ut4xPsM,"[park, point_of_interest, establishment]","One of my favorite parks in the City!! Gorgeous views of the Bay, tennis courts, quiet grassy areas with benches, places for your dogs to play and drink water, a playground, picnic tables in the shade, and a larger grassy area to just hang out in. It's beautiful and very well kept.The most well designed playground for toddlers & older kids! Off Leach dog park. Walking paths surround the space which sits on top of the hill, with an almost 360• view of SF. Love to take my 16 nth old granddaughter here. She loves it too!So happy my lite puppy has a safe place to run around get out all his energy in around clean safe place. :)This is a great park. It has a cool looking playground for kids, tennis court, dog area, and picnic tables & benches with a view of the bay to the north.Cool park. Had a nice view and it was fun looking at all the cool coffee shops nearby."
42,94110.0,COSO/PRECITA MINI PARK,Mini Park,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.15,9.0,199,"Coso San Francisco, CA (37.74624354, -122.41812033)",37.74624354,-122.41812033,size_tiny,Mission District,"[Mini Park, size_tiny, Mission District]",ChIJh6mckk9-j4ARNgSUccMhbjk,"[park, point_of_interest, establishment]","A nice park with ample grass to enjoy for a picnic, to sun and read a book or to kick the ball around.  Beware if you are a dog owner or don't like dogs as owners tend to let their dogs run off leash here.  I enjoy dogs so it is nice to see the dogs getting some exercise and chasing balls and frisbees.  I take my babe girl alot she likes it but its really a bunch of upper class yuppies that try holding there noses up at you cause you play with your kid at the parmPrecita Park is a nice green stretch that is fun to lay out in and read a book. It's kind of narrow so it's not the greatest for something like kicking a soccer ball. I went to a kids party there once and they had a bouncy house. That was a great location for a kids party. The nearby food and shops are good too, so you can grab a bite to eat and take it out on the grass.This is my local park and during spring summer and fall my wife or i bring our dog here at least once a day.  During the week, the long grass field is mostly used as a dog park and 95% of the dogs are well behaved.  The problem is the drainage of the field is horrible and during the winter's rains the park is not usuable without coating your shoes and your dog in mud.  Charlie's coffee is our morning stop and anchors the community.  The far end of the park has a fenced in children's playground and is always at least half filled with families.  It is also next to where a new coffee house is moving in from the owners of the dolores park cafe.  I'm curious to see if it can generate as much community activity.  I would sacrifice 1/3 the grass for a tenis and basketball court.  And i wish humphrey slo colm would move down the street to this park.  Yay for Precita Park! Together with the top of Bernal Hill, it pulls the community of Bernal Heigts together!Hard to believe that this scary park of he 70s is a nice place now. Glad ot see the community band together!"
